,Target,Source
8,"No, I meant mania and depression.","Query: No, I meant mania and depression. |||| Context: Can a person have mania and depression at the same time? ||| Depression can manifest in many additional ways, according to NIMH, with the following symptoms, among others: Feelings of anxiety, restlessness, or irritability Hopelessness and loss of motivation Decreased feelings of pleasure Decreased energy Insomnia or other sleep disturbances Inability to focus or concentrate Changes in appetite Aches and pains Digestive problems Many of these symptoms may be surprising, given the typical understanding of depression. ||| Does the catecholamine theory explain the cause of depression? ||| They suggest that: Depression is associated with a catecholamine deficiency in the brain Mania is associated with a catecholamine excess in the brain This proved to be a very fruitful theory because it was put forward at a time when there was an explosion in our knowlegde about where neurotransmitters were located in the brain, and the discovery of chemicals that interfered with the manufacture and actio |||| Reformulation: "
9,What are the types of bipolar disorder?,"Query: What are the types of bipolar? |||| Context: No, I meant mania and depression. ||| Major depressive disorder (often referred to as unipolar depression) contrasts with bipolar disorder, which is characterized by the occurrence of one or more manic or hypomanic episodes. ||| Can a person have mania and depression at the same time? ||| Depression can manifest in many additional ways, according to NIMH, with the following symptoms, among others: Feelings of anxiety, restlessness, or irritability Hopelessness and loss of motivation Decreased feelings of pleasure Decreased energy Insomnia or other sleep disturbances Inability to focus or concentrate Changes in appetite Aches and pains Digestive problems Many of these symptoms may be surprising, given the typical understanding of depression. ||| Does the catecholamine theory explain the cause of depression? |||  ||| Can stimulant drugs alleviate depression? |||  ||| How does the phenylalanine convert to tyrosine? |||  ||| What foods boost dopamine? |||  ||| How can I balance serotonin?  |||| Reformulation: "
0,Who are the greatest catchers of all time?,Query: Who are the greatest catchers of all time? |||| Context:  |||| Reformulation: 
1,What was Johnny Bench known for?.,"Query: What was he known for? |||| Context: Who are the greatest catchers of all time? ||| Johnny Bench, simply put, is the greatest catcher in baseball history. |||| Reformulation: "
2,Who won the Johnny Bench Award?,"Query: Who won his award? |||| Context: What was Johnny Bench known for?. ||| Notable winners include Buster Posey of Florida State University, Kelly Shoppach of Baylor University, Ryan Garko of Stanford University, and Kurt Suzuki of Cal State Fullerton. ||| Who are the greatest catchers of all time? ||| Johnny Bench, simply put, is the greatest catcher in baseball history. |||| Reformulation: "
3,Who was the next Rookie of the Year for the Cincinnati Reds after Johnny Bench?,"Query: Who was the next Rookie of the Year for the team after him? |||| Context: Who won the Johnny Bench Award? ||| Johnny Bench Johnny Lee Bench (born December 7, 1947) is an American former professional baseball catcher who played in the Major Leagues for the Cincinnati Reds from 1967 to 1983 and is a member of the National Baseball Hall of Fame. ||| What was Johnny Bench known for?. ||| Notable winners include Buster Posey of Florida State University, Kelly Shoppach of Baylor University, Ryan Garko of Stanford University, and Kurt Suzuki of Cal State Fullerton. ||| Who are the greatest catchers of all time? |||  |||| Reformulation: "
4,Did Johnny Lee Bench make it into Cooperstown?,"Query: Did Bench make it into Cooperstown? |||| Context: Who was the next Rookie of the Year for the Cincinnati Reds after Johnny Bench? ||| Bench is a 14-time All-Star selection and a two-time National League Most Valuable Player. ||| Who won the Johnny Bench Award? ||| Johnny Bench Johnny Lee Bench (born December 7, 1947) is an American former professional baseball catcher who played in the Major Leagues for the Cincinnati Reds from 1967 to 1983 and is a member of the National Baseball Hall of Fame. ||| What was Johnny Bench known for?. |||  ||| Who are the greatest catchers of all time? |||  |||| Reformulation: "
5,Was Johnny Bench married?,"Query: Was he married? |||| Context: Did Johnny Lee Bench make it into Cooperstown? ||| [53]Honors and post-career activities [ edit]Bench's statue at Great American Ball Park Bench was elected to the National Baseball Hall of Fame in Cooperstown, New York, in 1989 alongside Carl Yastrzemski. ||| Who was the next Rookie of the Year for the Cincinnati Reds after Johnny Bench? ||| Bench is a 14-time All-Star selection and a two-time National League Most Valuable Player. ||| Who won the Johnny Bench Award? |||  ||| What was Johnny Bench known for?. |||  ||| Who are the greatest catchers of all time? |||  |||| Reformulation: "
6,I’d like to know about Johnny Bench’s first two marriages.,"Query: I’d like to know about the first two marriages. |||| Context: Was Johnny Bench married? ||| Bench's third marriage, to Elizabeth Benton, took place in 1997, Johnny filed for divorce in 2000 on grounds of one too many people being involved with his wife, while his fourth marriage took place in 2004, to 31-year-old Lauren Baiocchi, the daughter of pro golfer Hugh Baiocchi. ||| Did Johnny Lee Bench make it into Cooperstown? ||| [53]Honors and post-career activities [ edit]Bench's statue at Great American Ball Park Bench was elected to the National Baseball Hall of Fame in Cooperstown, New York, in 1989 alongside Carl Yastrzemski. ||| Who was the next Rookie of the Year for the Cincinnati Reds after Johnny Bench? |||  ||| Who won the Johnny Bench Award? |||  ||| What was Johnny Bench known for?. |||  ||| Who are the greatest catchers of all time? |||  |||| Reformulation: "
7,Does Bobby Binger Bench play baseball?,"Query: Does Bobby play baseball? |||| Context: I’d like to know about Johnny Bench’s first two marriages. ||| He was, and is, a great dad,"" according to Bobby, who works in Cincinnati as a production operator on Reds broadcasts. ||| Was Johnny Bench married? ||| Bench's third marriage, to Elizabeth Benton, took place in 1997, Johnny filed for divorce in 2000 on grounds of one too many people being involved with his wife, while his fourth marriage took place in 2004, to 31-year-old Lauren Baiocchi, the daughter of pro golfer Hugh Baiocchi. ||| Did Johnny Lee Bench make it into Cooperstown? |||  ||| Who was the next Rookie of the Year for the Cincinnati Reds after Johnny Bench? |||  ||| Who won the Johnny Bench Award? |||  ||| What was Johnny Bench known for?. |||  ||| Who are the greatest catchers of all time? |||  |||| Reformulation: "
8,Interesting. How old was Bobby Binger Bench when Johnny Bench and Laura Cwikowski got divorced?,"Query: Interesting. How old was he when they got divorced? |||| Context: Does Bobby Binger Bench play baseball? ||| Bobby mostly played first base in baseball. ||| I’d like to know about Johnny Bench’s first two marriages. ||| He was, and is, a great dad,"" according to Bobby, who works in Cincinnati as a production operator on Reds broadcasts. ||| Was Johnny Bench married? |||  ||| Did Johnny Lee Bench make it into Cooperstown? |||  ||| Who was the next Rookie of the Year for the Cincinnati Reds after Johnny Bench? |||  ||| Who won the Johnny Bench Award? |||  ||| What was Johnny Bench known for?. |||  ||| Who are the greatest catchers of all time? |||  |||| Reformulation: "
0,I saw an online ad for a house with descriptions saying it has a heat pump. What is that?,Query: I saw an online ad for a house with descriptions saying it has a heat pump. What is that? |||| Context:  |||| Reformulation: 
1,What are some other choices besides a heat pump to heat my home?,"Query: What are some other choices to heat my home? |||| Context: I saw an online ad for a house with descriptions saying it has a heat pump. What is that? ||| ""The Heat Pump |||| Reformulation: "
2,What are the pros and cons between a gas furnace and a heat pump?,"Query: What are the pros and cons between a gas furnace and a heat pump? |||| Context: What are some other choices besides a heat pump to heat my home? ||| If you already have an energy efficient way to heat your home, such as a high efficiency gas furnace, then perhaps a heat pump will not yield a high enough return on investment. ||| I saw an online ad for a house with descriptions saying it has a heat pump. What is that? ||| ""The Heat Pump |||| Reformulation: "
3,A heat pump seems very suitable for my house. How much does it cost to install one?,"Query: A heat pump seems very suitable for my house. How much does it cost to install one? |||| Context: What are the pros and cons between a gas furnace and a heat pump? ||| Heat pumps come with a promise of long term service, and are also cheaper when compared to other heating devices. ||| What are some other choices besides a heat pump to heat my home? ||| If you already have an energy efficient way to heat your home, such as a high efficiency gas furnace, then perhaps a heat pump will not yield a high enough return on investment. ||| I saw an online ad for a house with descriptions saying it has a heat pump. What is that? |||  |||| Reformulation: "
4,"Which type of heat pump is better in terms of efficiency, a geothermal heat pump or an air-source heat pump?","Query: Which type is better in terms of efficiency? |||| Context: A heat pump seems very suitable for my house. How much does it cost to install one? ||| Installing a heat pump can make a huge difference in your electricity bill by decreasing the cost of heating and cooling your home. ||| What are the pros and cons between a gas furnace and a heat pump? ||| Heat pumps come with a promise of long term service, and are also cheaper when compared to other heating devices. ||| What are some other choices besides a heat pump to heat my home? |||  ||| I saw an online ad for a house with descriptions saying it has a heat pump. What is that? |||  |||| Reformulation: "
5,How many years will it take to recoup the investment in a geothermal heat pump?,"Query: How many years will it take to recoup the investment? |||| Context: Which type of heat pump is better in terms of efficiency, a geothermal heat pump or an air-source heat pump? ||| Energy efficiency – Geothermal heat pump systems are more energy efficient. ||| A heat pump seems very suitable for my house. How much does it cost to install one? ||| Installing a heat pump can make a huge difference in your electricity bill by decreasing the cost of heating and cooling your home. ||| What are the pros and cons between a gas furnace and a heat pump? |||  ||| What are some other choices besides a heat pump to heat my home? |||  ||| I saw an online ad for a house with descriptions saying it has a heat pump. What is that? |||  |||| Reformulation: "
6,That’s great. What makes a geothermal heat pump so efficient?,"Query: That’s great. What makes it so efficient? |||| Context: How many years will it take to recoup the investment in a geothermal heat pump? ||| Even with this significant front-end investment, geothermal systems are so energy-stingy that the payback period is remarkably brief. ||| Which type of heat pump is better in terms of efficiency, a geothermal heat pump or an air-source heat pump? ||| Energy efficiency – Geothermal heat pump systems are more energy efficient. ||| A heat pump seems very suitable for my house. How much does it cost to install one? |||  ||| What are the pros and cons between a gas furnace and a heat pump? |||  ||| What are some other choices besides a heat pump to heat my home? |||  ||| I saw an online ad for a house with descriptions saying it has a heat pump. What is that? |||  |||| Reformulation: "
7,Cool science. But I’ve heard some horror stories about air-source heat pumps.,"Query: Cool science. But I’ve heard some horror stories about air-source ones. |||| Context: That’s great. What makes a geothermal heat pump so efficient? ||| A geothermal heat pump is vastly more efficient than conventional heating systems because it doesn’t burn fuel to create warmth; it simply moves existing heat from one place to another. ||| How many years will it take to recoup the investment in a geothermal heat pump? ||| Even with this significant front-end investment, geothermal systems are so energy-stingy that the payback period is remarkably brief. ||| Which type of heat pump is better in terms of efficiency, a geothermal heat pump or an air-source heat pump? |||  ||| A heat pump seems very suitable for my house. How much does it cost to install one? |||  ||| What are the pros and cons between a gas furnace and a heat pump? |||  ||| What are some other choices besides a heat pump to heat my home? |||  ||| I saw an online ad for a house with descriptions saying it has a heat pump. What is that? |||  |||| Reformulation: "
8,Tell me about AC systems.,"Query: Tell me about AC systems. |||| Context: Cool science. But I’ve heard some horror stories about air-source heat pumps. ||| Section::::Impact on electric utilities. ||| That’s great. What makes a geothermal heat pump so efficient? ||| A geothermal heat pump is vastly more efficient than conventional heating systems because it doesn’t burn fuel to create warmth; it simply moves existing heat from one place to another. ||| How many years will it take to recoup the investment in a geothermal heat pump? |||  ||| Which type of heat pump is better in terms of efficiency, a geothermal heat pump or an air-source heat pump? |||  ||| A heat pump seems very suitable for my house. How much does it cost to install one? |||  ||| What are the pros and cons between a gas furnace and a heat pump? |||  ||| What are some other choices besides a heat pump to heat my home? |||  ||| I saw an online ad for a house with descriptions saying it has a heat pump. What is that? |||  |||| Reformulation: "
9,How is an AC system different from a heat pump?,"Query: How is it different from a heat pump? |||| Context: Tell me about AC systems. ||| The compressor, the “heart” of the car’s air conditioning system works like a pump taking refrigerant, (R-12 in older cars, R-134a in 1995 and newer cars) and pressurizing it, passing it along to the evaporator. ||| Cool science. But I’ve heard some horror stories about air-source heat pumps. ||| Section::::Impact on electric utilities. ||| That’s great. What makes a geothermal heat pump so efficient? |||  ||| How many years will it take to recoup the investment in a geothermal heat pump? |||  ||| Which type of heat pump is better in terms of efficiency, a geothermal heat pump or an air-source heat pump? |||  ||| A heat pump seems very suitable for my house. How much does it cost to install one? |||  ||| What are the pros and cons between a gas furnace and a heat pump? |||  ||| What are some other choices besides a heat pump to heat my home? |||  ||| I saw an online ad for a house with descriptions saying it has a heat pump. What is that? |||  |||| Reformulation: "
